NOM DANS LISTING,ADRESSE,Latitude,Longitude,Zone
BRÛLERIE DU COURREAU,"9 Rue du Faubourg du Courreau, 34000 Montpellier",43.6082901,3.8720832,6
PHARMACIE LAFAYETTE DE L'ARC,"13 Boulevard Ledru Rollin, 34000 Montpellier",43.6088841,3.8729905,7
CIGAVERTE,"33 Rue de l'Aiguillerie, 34000 Montpellier",43.6115088,3.8787425,9
SUZANNE AUX YEUX BLEUS,"43 Rue Saint-Guilhem, 34000 Montpellier",43.6086996,3.8735024,7
BUDSKATESHOP,"9 boulevard du jeu de paume, 34000 Montpellier",43.6081189,3.8736358,6
COTÉLAC,"8 rue montgolfier, 34000 Montpellier",43.6110281,3.8750080,8
LE BALTO,"3 rue du cherche midi, 34000 Montpellier",43.6107277,3.8758299,8
LES ENFANTS ROUGES,"3 Plan Duché, 34000 Montpellier",43.6102387,3.8759387,8
COFFEE SHOP,"2 rue de l'ancien Courrier, 34000 Montpellier",43.6094239,3.8755683,7
OPTIC SHOP,"12 rue saint-guilhem, 34000 Montpellier",43.6100732,3.8759196,8
PHARMACIE DE L'ECUSSON,"6 Rue Saint-Guilhem, 34000 Montpellier",43.6103150,3.8762762,8
,"30 Rue Foch, 34000 Montpellier",43.6106952,3.8774114,9
LE COMPTOIR DU DISQUE,"Place petrarque / 12 rue de la petite loge, 34000 Montpellier",43.609485,3.877840,8
LIPOPETTE,"7 Rue du Faubourg du Courreau, 34000 Montpellier",43.6083261,3.8721869,6
COLOR DI ROMA,"18 rue de l'aiguillerie, 34000 Montpellier",43.6106233,3.8778479,9
MADAMSUZY,"2 rue des sœurs noires, 34000 Montpellier",43.6090112,3.8753964,7
ROMY CAFÉ,"7 rue Alexandre Laissac, 34000 Montpellier",43.605658,3.876795,6
"CHEZ VALOU, LES SOURIS DANSENT","41 rue de l'aiguillerie, 34000 Montpellier",43.6119743,3.8790468,9
GALERIE DE L'ANCIEN COURRIER,"3 rue Ancien Courrier, 34000 MONTPELLIER",43.6095824,3.8755827,8
,39 Rue Saint-Guilhem 34000 Montpellier,43.6088309,3.8737583,7
,30 Rue Saint-Guilhem 34000 Montpellier,43.6094687,3.8749381,7
UNE HISTOIRE DE LUNETTES,"21 rue des balances, 34000 Montpellier",43.6084791,3.8738706,7
JEAN LOUIS DAVID,"14 Boulevard du Jeu de Paume, 34000 MONTPELLIER",43.6080465,3.8734651,6
,"1 place paul bec, 34000 Montpellier",43.6079581,3.8864149,8
LE BON SENS,"15 Rue du Faubourg du Courreau, 34000 Montpellier",43.6082652,3.8717656,6
BIOCOOP,"181 Place Ernest Granier, 34000 MONTPELLIER",43.6015842,3.9016747,8
ÉPICERIE CHANVRE LEGALIZE,"12 boulevard ledru rollin, 34000 Montpellier",43.6086643,3.8728733,6
LES NÉBULEUSES,"4 Rue Sainte-Anne, 34000 Montpellier",43.6100464,3.8741504,8
WHISKY RHUM & CO,"17 rue du palais des guilhem, 34000 Montpellier",43.6113735,3.8749268,9
BOUTIQUE YVES DELORME,"3 rue de la barralerie, 34000 Montpellier",43.6111168,3.8756123,9
LA BOUTIQUE FOCH,"2 Rue du Plan du Palais, 34000 Montpellier",43.6112866,3.8736447,8
LE BAIN D'ÉPICES,"7 rue eugène lisbonne, 34000 Montpellier",43.6106751,3.8737373,8
,"9 avenue georges clemenceau, 34000 Montpellier",43.6045126,3.8739301,5
,30 All Jean Bringer 34260 Le Bousquet D'Orb,43.6968082,3.1655386,13
,9 Rue Rebuffy 34000 Montpellier ,43.6105418,3.8757458,8
,"10 rue du palais des guilhem, 34000 Montpellier",43.6113656,3.8746039,9
,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,9
SERVICE DES MAISONS POUR TOUS,"64 route de lavérune, 34000 Montpellier",43.6010963,3.8500703,3
LES SERRES D'OC,"32 Route de Lavérune, 34000 Montpellier",43.6027885,3.8545927,4
LABOSUD MONTPELLIER LAVERUNE,"65 route de Lavérune , 34070 MONTPELLIER",43.6016455,3.8525908,4
IMMOVANCE ESTANOVE,"2 Rue de l'Escoutadou, 34070 Montpellier",43.6008330,3.8512974,3
HALLES TROPISME,"121 rue font courverte, 34000 MONTPELLIER",43.597652,3.858482,4
PHARMACIE DU MAS DE MERLE,"2 Rue du Mas de Merle, 34070 Montpellier",43.6052383,3.8596594,4
ÉCOLE OCCITANE D'AQUARELLE,"8 rue Blaise Pascal, 34070 Montpellier",43.5983224,3.8543423,4
AU BON MARCHÉ,"84 avenue Faubourg Figuerolles, 34080 Montpellier",43.607421,3.864756,5
LA BOUTIQUE D'ÉCRITURE & CO,"76 rue du faubourg Figuerolles, 34070 Montpellier",43.6063046,3.8637454,5
AUTO-ECOLE ZOLA,"59 Rue du Faubourg Figuerolles, 34000 Montpellier",43.6062885,3.8641203,5
HCM COIFFEUR,"42 Rue du Faubourg Figuerolle, 34070 Montpellier",43.606342,3.867541,5
COIFFEUR L'ARTISTE,"32 Rue du Faubourg Figuerolles, 34070 Montpellier",43.6073914,3.8666812,5
CARREFOUR CITY,"37 rue chaptal, 34000 Montpellier",43.6042630,3.8687986,5
PHARMACIE DE L'OVALIE,"2750 Boulevard Paul Valéry, 34000 Montpellier",43.5950996,3.8498078,3
LA ROYALE OVALIE,"482 Avenue du Mondial de Rugby 2007, 34070 Montpellier",43.5881296,3.8527751,3
INTERMARCHE CONTACT,"1827 ravenuede Toulouse, 34070 MONTPELLIER",43.585573,3.851607,3
BIO BY OXALIA,"150 Rambla des Calissons, 34070 Montpellier",43.5833172,3.8581007,3
EHPAD MUTUALISTE LES COULEURS DU TEMPS,"728 AVENUE DE LA REGLISSE , 34070 MONTPELLIER",43.5820722,3.8574769,3
BOULANGERIE ORTHOLAN,"Rue des sabines, 34070 Montpellier",43.5861408,3.8580368,3
LABOSUD CASTRIES,"3 Centre commercial de la Couronne, 34160 CASTRIES",43.676912,3.984255,12
,"21 Rue Robert Schuman, La Peyrière 34430",43.5669584,3.8368817,3
LE KIOSQUE HAVANE,"144 avenue de toulouse, 34070 Montpellier",43.5932352,3.8595329,4
MISSION LOCALE DE JEUNES,"909 avenue de Toulouse, 34070 Montpellier",43.5942984,3.8609445,4
CORDONNERIE 2000,"758 avenue de villeneuve d'angoulême, 34000 Montpellier",43.593652,3.864121,4
VAGUE A LAME COIFFURES,"726 Avenue Villeneuve d'Angoulême, 34070 Montpellier",43.593881,3.864724,4
ABI IMMOBILIER,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,9
STATION DYNEFF,"757 Avenue Villeneuve d'Angoulême, 34070 Montpellier",43.593630,3.864350,4
COINCIDENCE FRANCE,"170 boulevard Pedro de la Luna, 34070 Montpellier",43.589882,3.861755,4
LA BOÎTE A LUMIÈRES,"160 Boulevard Pedro de Luna, 34070 Montpellier",43.5949059,3.8696396,4
MAIRIE ANNEXE TASTAVIN,"118 allée Maurice Bonnafos , 34070 MONTPELLIER",43.589125,3.861448,3
LA POMME D’OR,"59 avenue de Toulouse, 34000 Montpellier",43.5972719,3.8651343,4
CASINO SUPERMARCHÉ,"59 avenue de toulouse, 34070 Montpellier",43.5972719,3.8651343,4
PHARMACIE AVENUE DE TOULOUSE,"58 avenue de Toulouse, 34000 Montpellier",43.5977572,3.8644127,4
FREE DOM LR,"49 bis avenue de Toulouse, 34070 Montpellier",43.5982737,3.8652798,4
LES DÉLICES DES FRÈRES,"29 Avenue de Toulouse, 34070 Montpellier",43.5991350,3.8662174,4
UNI FOOD,"1 avenue lepic, 34070 Montpellier",43.6009030,3.8670645,4
CASTLE TATTOO ACADEMY,"24 avenue lepic, 34070 Montpellier",43.6013779,3.8640714,4
AUDILAB,"6 place du 8 mai 1945, 34070 Montpellier",43.6011234,3.8675349,4
CENTRE DENTAIRE GEORGES CLEMENCEAU,"49 bis Avenue Georges Clemenceau, 34000 Montpellier",43.6020994,3.8699539,4
BRIN DE SOI,"32 avenue georges clemenceau, 34000 Montpellier",43.6030515,3.8712588,5
ECOLE DE LA 2ÈME CHANCE,"25 avenue georges clemenceau, 34000 Montpellier",43.6035597,3.8726247,5
CLAUDE MICHEL COIFFURE,"1 Place Rondelet, 34000 Montpellier",43.6029723,3.8746473,5
ABI IMMOBILIER,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,9
LA RANDONNÉE,"9 avenue georges clemenceau, 34000 Montpellier",43.6045126,3.8739301,5
ARG LIBRAIRIE,"4 bis avenue georges clemenceau, 34000 Montpellier",43.6048655,3.8741143,5
MUTUELLE CMIP,"4 avenue georges clemenceau, 34000 Montpellier",43.6050241,3.8741763,5
CABESTO MONTAGNE MONTPELLIER,"3 Cour Gambetta, 34000 Montpellier",43.606778,3.874315,6
LE DÔME,"2 avenue georges clemenceau, 34000 Montpellier",43.6050630,3.8743881,5
LES CRÉATURES,"3 ter rue glaize, 34000 Montpellier",43.6112094,3.8789609,9
,33 Place Georges Frêche 34070 Montpellier,43.5991078,3.8966945,6
POMME DE PAIN,"2 Place de Lisbonne, 34000 Montpellier",43.6036739,3.9182448,10
COULEURS DE BIÈRES SUD,"23 rue de chio, 34000 Montpellier",43.6001403,3.8985198,7
BG BY L'ENDROIT,"180 Rue de Galata, 34000 Montpellier",43.6002141,3.8995719,7
DS EXOTIQUES,"5 Bis Rue du Pont de Lattes, 34000 Montpellier",43.6056054,3.8823576,7
COLOMBUS CAFÉ & CO,"2 Place de Lisbonne, 34000 Montpellier",43.6036739,3.9182448,10
LAVERIE LA COUPOLE,"455 rue Léon Blum, 34000 MONTPELLIER",43.6061597,3.8896262,8
STYL’HAIR,"16 Rue de la Méditerranée, 34070 Montpellier",43.6053623,3.8833494,7
,1 Place Francis Ponge 34000 Montpellier,43.6093429,3.8842521,9
MAIF,"Le Triangle 63 allée Jules Milhau, 34000 Montpellier",43.608321,3.882142,8
LA LATINE,"57 Grand Rue Jean Moulin, 34000 MONTPELLIER",43.6068900,3.8762102,6
LIGNE DROITE,"118 Rue de Famagouste, 34000 MONTPELLIER",43.6012710,3.9001083,7
,80 Avenue Du Pont Juvénal 34000 Montpellier,43.6054584,3.8910913,8
LEZPRIT RÉQUIPE,"465 Avenue Jean Mermoz, 34090 Montpellier",43.6132123,3.8891029,10
BRASSERIE LES COCOTTES CHAMPÊTRES,"Place rené devic, 34000 Montpellier",43.6092299,3.8818953,8
ATELIER CANOPÉ,"360 rue Michel de l'Hopital, 34000 Montpellier",43.605331,3.892095,8
VIS TA VUE,"160 Rue de Famagouste, 34070 MONTPELLIER",43.6010338,3.9008506,7
LE TEMPS D'UNE PAUSE,"34 boulevard des consuls de mer, 34000 Montpellier",43.6037044,3.8935575,7
ADRA,"19 place du nombre d'or, 34000 Montpellier",43.6086951,3.8878773,9
CHEZ LOLO ET GÉGÉ,"5 rue glaize, 34000 Montpellier",43.6111566,3.8791218,9
EAT SALAD,"Place Pablo Picasso, 34070 Montpellier",43.5983324,3.9031697,6
DERMAZURE,"190 Allée Du nouveau monde, 34000 Montpellier",43.6069024,3.8880041,8
KATICA COIFFEUR,"1 allée Jules Milhau, 34000 Montpellier",43.6086727,3.8834613,8
BOULANGERIE ORTHOLAN,"Rue des sabines, 34070 Montpellier",43.5861408,3.8580368,3
PRESSING FRADE ANTIGONE,"74 avenue samuel de champlain, 34000 Montpellier",43.601445,3.896732,7
AUTO-ECOLE ZOLA,"59 Rue du Faubourg Figuerolles, 34000 Montpellier",43.6062885,3.8641203,5
LES CRÉATURES,"3 ter rue glaize, 34000 Montpellier",43.6112094,3.8789609,9
BRIOCHE DORÉE,"Allée Jules Milhau, 34000 Montpellier",43.6089197,3.8825103,8
PATINOIRE ODYSSEUM,"Place de France, 34000 MONTPELLIER",43.6036514,3.9154094,9
MAC EXPERT,"80 place george frêche, 34000 Montpellier",43.599763,3.896931,6
,48 place Du Millénaire 34000 Montpellier,43.6077928,3.8903984,9
ACCENT FRANÇAIS,"2 rue Jules Ferry, 34000 Montpellier",43.6058270,3.8816102,6
LA QUINTESSENCE,"26 rue de l'aiguillerie, 34000 Montpellier",43.6110811,3.8784564,9
ALAIN AFFLELOU,"Allée Jules Milhau, 34000 Montpellier",43.6089197,3.8825103,8
LASER GAME ODYSSEUM,"Allée d'Ulysse, 34000 MONTPELLIER",43.602315,3.921382,9
PHARMACIE PANIE,"81 rue Guillaume Janvier, 34000 Montpellier",43.5954391,3.8669590,4
ARTAGE,"53 boulevard bonne nouvelle, 34000 Montpellier",43.6132437,3.8810667,10
HALLES JACQUES CŒUR,"515 boulevard d'Antigone, 34000 MONTPELLIER",43.6091647,3.8893681,9
POURQUOI PAS,"8 Place du Millénaire, 34000 Montpellier",43.6079992,3.8888532,9
EHPA MAISONNEE LAVALETTE,"50 Rue Ali Ben Chekhal , 34090 MONTPELLIER",43.6384343,3.8693124,12
AUTO-ÉCOLE EVEIL,"675 Rue de Montasinos bât. 3, 34000 Montpellier",43.630512,3.888564,12
BAGATELLE,"467 rue de la roqueturière, 34000 Montpellier",43.6299363,3.8854066,12
MAIRIE ANNEXE AIGUELONGUE,"1071 avenue de la Justice de Castelnau, 34000 MONTPELLIER",43.6263117,3.8825111,11
INSTITUT NAZARETH,"13 Rue de Nazareth, 34000 Montpellier",43.6223045,3.8817492,11
LAVERIE FLIP MONTPELLIER,"457 avenue de la Justice de Castelnau, 34090 MONTPELLIER",43.6266870,3.8754219,11
CONCEPT'TIFF,"230 Rue du Jeu de Mail des Abbès, 34000 Montpellier",43.6200015,3.8844618,11
EHPAD ACPPA LES COURALIES,"13 rue de Nazareth, 34000 MONTPELLIER",43.6223045,3.8817492,11
UN MONDE PLUS BIO,"230 Rue du Jeu de Mail des Abbès, 34000 Montpellier",43.6200015,3.8844618,11
LE PALAIS SAINT LAZARE,"42 Avenue Saint-Lazare, 34000 Montpellier",43.6207415,3.8874875,11
RÉSIDENCE L'ORANGERIE DU CHÂTEAU LEVAT,"110 allée alma malher, 34000 Montpellier",43.631845,3.890612,12
LE JARDIN DES FRANGINS,"2 rue des loriots, 34000 Montpellier",43.6211172,3.8936849,11
CRÈCHE LES BAMBINS DU LEZ,"196 Rue des paradisiers, 34000 Montpellier",43.6183786,3.8911966,11
DÉFINITIFS COIFFURE,"77 rue du moulin de sémalen, 34000 Montpellier",43.6124019,3.8903162,10
PHARMACIE LES AUBES,"195 Bouelvard Charles Warnery, 34000 Montpellier",43.626385,3.890124,11
AUX PRODUITS DE L'AVEYRON,"34 Avenue Saint Maur, 34000 Montpellier",43.6150725,3.8842739,10
MAISON DE QUARTIER FREDERIC CHOPIN,"1 rue du Marché aux Bestiaux, 34000 MONTPELLIER",43.6162138,3.8839575,11
L'ECAILLER DES BEAUX ARTS,"43 Rue de la Cavalerie, 34000 Montpellier",43.6175552,3.8815762,11
L' EPICERIE DES BEAUX ARTS,"26 Rue de la Cavalerie, 34000 Montpellier",43.6169612,3.8813117,11
LE GARAGE,"25 Rue de la Cavalerie, 34000 Montpellier",43.6167959,3.8808111,11
NOON,"4 b rue Bernard Delicieux, 34000 Montpellier",43.6160945,3.8813507,10
ÉPICERIE BIO FOLLE AVOINE,"18 Rue Proudhon, 34000 Montpellier",43.6162115,3.8805926,10
LA COUSERIE,"16 rue Proudhon, 34090 Montpellier",43.6161228,3.8806841,10
NUANCES DE SOI,"1 Rue Jules Grevy, 34080 Montpellier",43.6162685,3.8813516,11
ÉPICERIE BIO FOLLE AVOINE,"18 Rue Proudhon, 34000 Montpellier",43.6162115,3.8805926,11
LA COUSERIE,"16 rue Proudhon, 34090 Montpellier",43.6161228,3.8806841,10
NUANCES DE SOI,"1 Rue Jules Grevy, 34080 Montpellier",43.6162685,3.8813516,11
PLANET SI,"14 Rue Bernard Délicieux, 34090 Montpellier",43.6158334,3.8816860,10
L'INSTANT POUR SOI,"5 Rue de Substantion, 34000 Montpellier",43.6158417,3.8821602,10
L&E COIFFURE,"3 rue Proudhon, 34000 Montpellier",43.6151759,3.8811246,10
PRESSING MERLIN,"17 Boulevard Louis Blanc, 34000 Montpellier",43.6147662,3.8794121,10
DONUTS CORP.,"9 Rue du Faubourg de Nîmes, 34000 Montpellier",43.6141093,3.8810782,10
KIOSQUE DU CORUM MONTPELLIER,"17 Rue du Faubourg de Nîmes, 34000 Montpellier",43.6145494,3.8821157,10
AUTO-ÉCOLE LOUIS BLANC,"3 Boulevard Louis Blanc, 34000 Montpellier",43.6148801,3.8776860,10
TOT OU TARD,"7 place de la chapelle neuve, 34000 Montpellier",43.6134206,3.8789487,10
LE GRILLARDIN,"3 places de la chapelle Neuve, 34000 Montpellier",43.611182,3.879792,9
PHARMACIE DU CORUM,"9 Rue du Pila St Gély, 34000 Montpellier",43.6133042,3.8796606,10
CHE LYS,"69 rue de l'aiguillerie, 34000 Montpellier",43.6130337,3.8793396,10
LE SHERI'S,"59 rue de l'aiguillerie, 34000 Montpellier",43.6127714,3.8791323,10
LAMI COFFEE,"42 Rue de l'Université, 34070 Montpellier",43.6136574,3.8771653,10
COPIE EXPRESS,"38 rue de l'université, 34000 Montpellier",43.6134567,3.8771046,10
CAFÉ JULES,"36 rue de l'université, 34000 Montpellier",43.6133581,3.8770752,10
LE P'TI TAUREAU,"7 rue de l'université, 34000 Montpellier",43.6121139,3.8764309,9
HAIFA BEAUTY,"8, rue Bonnier d'Alco, 34000 Montpellier",43.6118200,3.8766217,9
LES VIGNES MONTPELLIER,"2 rue bonnier d'alco, 34000 Montpellier",43.6117729,3.8770498,9
CASINO,"4 place du marché aux fleurs, 34000 Montpellier",43.6116317,3.8776474,9
LA MAISON DES CHATS,"4 Rue de la Carbonnerie, 34000 Montpellier",43.6116422,3.8783151,9
LA CLIQUE BOUTIQUE,"8 rue de la carbonnerie, 34000 Montpellier",43.6115534,3.8785000,9
AGENCE REDARES AGHILONE PLANQUART,"77 Allée Kleber, 34000 Montpellier",43.6035770,3.8870489,6
ELLE TOUT SIMPLEMENT,"9 Rue de l'ancien courrier, 34000 Montpellier",43.6091106,3.8764872,7
EN TRAITS LIBRES,"1 rue Voltaire, 34000 Montpellier",43.6087141,3.8764846,7
ESPRIT BASORA,"10 rue du palais des guilhem, 34000 Montpellier",43.6113656,3.8746039,9
ESSENCES D'OSHUN,"15 rue saint guilhem, 34000 Montpellier",43.6096251,3.8754822,8
FRANCE GESTION,"107 avenue Samuel de Champlain, 34000 Montpellier",43.601058,3.896425,7
FRANCK COIFFEUR BARBIER BY FABIEN,"22 Rue Saint Firmin, 34000 Montpellier",43.6102458,3.8757189,8
GARAGE BRU - CONCESSIONAIRE CITROËN,"1229 Avenue de Saint-Maur, 34000 Montpellier",43.6204156,3.8943602,11
GAZETTE CAFÉ,"6 rue Levat, 34000 Montpellier",43.6046178,3.8784212,6
GRAND TREE,"32 rue Jean-Jacques Rousseau, 34000 Montpellier",43.6125281,3.8727743,9
GREEN LIFE,"7 Boulevard du Jeu de Paume, 34000 Montpellier",43.6082119,3.8735356,6
HAIRFIRST,"13 rue des sœurs noires, 34000 Montpellier",43.6089337,3.8751309,7
HOTEL DE POLICE,"206 rue du Comté de Melgueil, 34000 MONTPELLIER",43.6032941,3.8914244,7
HUGO FRESH CUT,"21 rue de l'université, 34000 Montpellier",43.6125939,3.8767209,9
HUMAN SANTÉ,"7 rue raoux, 34000 Montpellier",43.6023731,3.8681392,4
ICA AUTO-ÉCOLE,"90 Rue Rouget de Lisle, 34000 Montpellier",43.5941592,3.8427325,3
INSTITUT DE BEAUTÉ N'BIOTY,"74 rue don bosco, 34000 Montpellier",43.6066564,3.8907868,8
ISABELLA,"8 place du nombre d'or, 34000 Montpellier",43.6078108,3.8873229,8
JEAN FLEURISTE,"7 place martyrs de la résistance, 34000 Montpellier",43.6107350,3.8761138,8
JUMA,"20 rue de l'université, 34000 Montpellier",43.6126739,3.8768282,10
KHABBAZ RESTAURANT,"13 rue adam de craponne, 34000 Montpellier",43.6065732,3.8683744,5
KUMO INSTITUT,"1730 avenue de monsieur teste, 34000 Montpellier",43.5996018,3.8404800,3
K-WAY,"29 rue de l'argenterie, 34000 Montpellier",43.6084601,3.8775599,7
LA CAVE EN GOGUETTE,"16 Rue du Faubourg du Courreau, 34000 Montpellier",43.6083356,3.8717198,6
PHARMACIE DU PONT TRINQUAT,"8 Avenue du Pont Trinquat, 34000 Montpellier",43.6010934,3.8844735,5
PHARMACIE DU SAINT FRANÇOIS,"7 Place Carnot, 34000 Montpellier",43.6032720,3.8828250,6
PHARMACIE EDEN PARC,"230 rue du jeu de mail des abbés, 34000 MONTPELLIER",43.6200015,3.8844618,11
PHARMACIE OPTIQUE DU MAS DEVRON,"164 Boulevard Pedro de Luna, 34000 Montpellier",43.5948841,3.8697237,4
PHARMACIE PANIE,"81 rue Guillaume Janvier, 34000 Montpellier",43.5954391,3.8669590,4
PHARMACIE PEDRO DE LUNA,"392 Boulevard Pedro de Luna, 34000 Montpellier",43.5935836,3.8733810,4
PHARMACIE RIMBAUD POMPIGNANE,"1376 avenue de la Pompignane, 34000 MONTPELLIER",43.6177937,3.8974870,11
PHARMACIE ST JAUMES,"33 rue du faubourg st jaumes, 34000 Montpellier",43.6148188,3.8698687,10
,36 Rue du Faubourg Du Courreau 34000 Montpellier,43.6083840,3.8708161,6
PIZZERIA LA TERRASSE,"4 rue du four Saint-éloi, 34000 Montpellier",43.6132165,3.8756650,10
PIZZERIA SICILIA,"20 Rue du Pila Saint Gély, 34000 Montpellier",43.6136339,3.8802046,10
PLANET KEBAB,"208 rue vendémiaire, 34000 Montpellier",43.6035321,3.8986206,8
PLANETES INTERDITES,"5 rue de l'aiguillerie , 34000 Montpellier",43.6104413,3.8775492,8
POKHAWAI,"1 rue levat, 34000 Montpellier",43.6046073,3.8787691,6
POLYCLINIQUE ST ROCH,"560 avenue du Colonel André Pavelet, 34000 MONTPELLIER",43.582845,3.882198,4
,37 Rue de l'Aiguillerie 34000 Montpellier ,43.6116665,3.8788994,9
PRIMASSURANCES,"54 Rue du Faubourg du Courreau, 34000 Montpellier",43.6085551,3.8694679,6
PRIM'AUBES,"264 Avenue de Saint-Maur, 34000 Montpellier",43.6150376,3.8863195,10
PROGEST GESTION LOCATIVE,"96 avenue du pont juvénal, 34000 Montpellier",43.6054865,3.8929304,8
HAIRFIRST,"13 rue des sœurs noires, 34000 Montpellier",43.6089337,3.8751309,7
LE QUARTIER GÉNÉREUX,"2 quai des tanneurs , 34090 Montpellier",43.6159316,3.8748747,10
L'ENTR'DEUX,"1444 Route de Mende, 34090 Montpellier",43.6353331,3.8687709,12
LES ABATTOIRS,"13 rue Proudhon, 34090 Montpellier",43.6158119,3.8808210,10
M 2 M CREATION,"400 Avenue du Château d'O, 34090 MONTPELLIER",43.6270954,3.8404929,12
MONCEAU ASSURANCES,"5 Quai des Tanneurs, 34090 Montpellier",43.6160963,3.8752810,10
NORISKO PAILLADE,"169 Rue de l'Agathois, 34090 MONTPELLIER",43.6330209,3.8246939,13
OLIVES COIFFURE,"43 Rue des 4 Vents, 34090 MONTPELLIER",43.6632953,3.9327430,12
ORIGINE COIFFURE,"1935 Route de Ganges, 34090 MONTPELLIER",43.6293603,3.8567962,12
PHARMACIE DU PÈRE SOULAS,"1637 Avenue du Père Soulas, 34090 Montpellier",43.6249344,3.8511258,12
SECONDEO,"1440 avenue du père soulas, 34090 Montpellier",43.6240137,3.8533104,11
TABAC PRESSE SNC RIBES,"675 rue de montasinos, 34090 Montpellier",43.6280431,3.8805486,12
THE CITY GARDEN,"21 avenue professeur grasset, 34090 Montpellier",43.6236332,3.8674402,11
THEATRE LA VIGNETTE UM3,"Avenue du Val de Montferrand, 34090 MONTPELLIER",43.6322474,3.8718284,12
CAVES RABELAIS,"Route départementale 112, 34110 MIREVAL",43.504281,3.801542,3
SPAR,"19 cours Gambetta, 34000 Montpellier",43.6058469,3.8725416,5
STATION SUCRÉE,"33 Rue de l'Université, 34000 Montpellier",43.6136783,3.8770470,10
SUPPLAY,"101 allée de délos, 34000 Montpellier",43.6078711,3.8936995,9
TABAC LA ROYALE,"25 rue Saint-Louis, 34000 MONTPELLIER",43.6119374,3.8664380,7
TABAC PMU LA CIVETTE,"8 rue boussairolles, 34000 Montpellier",43.6081254,3.8808720,8
TABAC PRESS LE MARIGNY,"17 rue du faubourg de la saunerie, 34000 Montpellier",43.6058081,3.8754520,6
TABAC PRESSE LE BRAZZA,"8 avenue georges clemenceau, 34000 Montpellier",43.6047345,3.8739740,5
TABAC PRESSE LE CHIQUITO,"1 Place Roger Salengro, 34000 Montpellier",43.6075795,3.8672569,5
TABAC-PRESSE LA SEITANE,"36 rue du Courreau, 34000 Montpellier",43.5625567,3.9530888,5
TÊTE EN L'AIR CAFÉ,"1 place paul bec, 34000 Montpellier",43.6079581,3.8864149,8
THE BEAUTY SUITE,"796 avenue de villeneuve d'angoulême, 34000 Montpellier",43.593415,3.863720,4
THE GOOD PLACE,"7 rue durand, 34000 Montpellier",43.6053996,3.8777763,6
THE REGAL,"52 rue de l'aiguillerie, 34000 Montpellier",43.6123738,3.8791828,10
THÉÂTRE DES 13 VENTS,"Avenue Albert Einstein, 34000 Montpellier",43.6057471,3.8993555,9
