NOM DANS LISTING,ADRESSE,Latitude,Longitude,Zone
PHARMACIE LAFAYETTE DE L'ARC,"13 Boulevard Ledru Rollin, 34000 Montpellier",43.6088841,3.8729905,3
CIGAVERTE,"33 Rue de l'Aiguillerie, 34000 Montpellier",43.6115088,3.8787425,3
SUZANNE AUX YEUX BLEUS,"43 Rue Saint-Guilhem, 34000 Montpellier",43.6086996,3.8735024,3
BUDSKATESHOP,"9 boulevard du jeu de paume, 34000 Montpellier",43.6081189,3.8736358,3
COTÉLAC,"8 rue montgolfier, 34000 Montpellier",43.6110281,3.875008,3
LE BALTO,"3 rue du cherche midi, 34000 Montpellier",43.6107277,3.8758299,3
LES ENFANTS ROUGES,"3 Plan Duché, 34000 Montpellier",43.6102387,3.8759387,3
COFFEE SHOP,"2 rue de l'ancien Courrier, 34000 Montpellier",43.6094239,3.8755683,3
OPTIC SHOP,"12 rue saint-guilhem, 34000 Montpellier",43.6100732,3.8759196,3
PHARMACIE DE L'ECUSSON,"6 Rue Saint-Guilhem, 34000 Montpellier",43.610315,3.8762762,3
,"30 Rue Foch, 34000 Montpellier",43.6106952,3.8774114,3
LE COMPTOIR DU DISQUE,"Place petrarque / 12 rue de la petite loge, 34000 Montpellier",43.609485,3.87784,3
LIPOPETTE,"7 Rue du Faubourg du Courreau, 34000 Montpellier",43.6083261,3.8721869,3
COLOR DI ROMA,"18 rue de l'aiguillerie, 34000 Montpellier",43.6106233,3.8778479,3
MADAMSUZY,"2 rue des sœurs noires, 34000 Montpellier",43.6090112,3.8753964,3
ROMY CAFÉ,"7 rue Alexandre Laissac, 34000 Montpellier",43.605658,3.876795,3
"CHEZ VALOU, LES SOURIS DANSENT","41 rue de l'aiguillerie, 34000 Montpellier",43.6119743,3.8790468,3
GALERIE DE L'ANCIEN COURRIER,"3 rue Ancien Courrier, 34000 MONTPELLIER",43.6095824,3.8755827,3
,39 Rue Saint-Guilhem 34000 Montpellier,43.6088309,3.8737583,3
,30 Rue Saint-Guilhem 34000 Montpellier,43.6094687,3.8749381,3
UNE HISTOIRE DE LUNETTES,"21 rue des balances, 34000 Montpellier",43.6084791,3.8738706,3
JEAN LOUIS DAVID,"14 Boulevard du Jeu de Paume, 34000 MONTPELLIER",43.6080465,3.8734651,3
,"1 place paul bec, 34000 Montpellier",43.6079581,3.8864149,3
LE BON SENS,"15 Rue du Faubourg du Courreau, 34000 Montpellier",43.6082652,3.8717656,3
BIOCOOP,"181 Place Ernest Granier, 34000 MONTPELLIER",43.6015842,3.9016747,5
ÉPICERIE CHANVRE LEGALIZE,"12 boulevard ledru rollin, 34000 Montpellier",43.6086643,3.8728733,5
LES NÉBULEUSES,"4 Rue Sainte-Anne, 34000 Montpellier",43.6100464,3.8741504,5
WHISKY RHUM & CO,"17 rue du palais des guilhem, 34000 Montpellier",43.6113735,3.8749268,5
BOUTIQUE YVES DELORME,"3 rue de la barralerie, 34000 Montpellier",43.6111168,3.8756123,5
LA BOUTIQUE FOCH,"2 Rue du Plan du Palais, 34000 Montpellier",43.6112866,3.8736447,5
LE BAIN D'ÉPICES,"7 rue eugène lisbonne, 34000 Montpellier",43.6106751,3.8737373,5
,"9 avenue georges clemenceau, 34000 Montpellier",43.6045126,3.8739301,5
,30 All Jean Bringer 34260 Le Bousquet D'Orb,43.6968082,3.1655386,10
,9 Rue Rebuffy 34000 Montpellier ,43.6105418,3.8757458,5
,"10 rue du palais des guilhem, 34000 Montpellier",43.6113656,3.8746039,5
,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,5
SERVICE DES MAISONS POUR TOUS,"64 route de lavérune, 34000 Montpellier",43.6010963,3.8500703,5
LES SERRES D'OC,"32 Route de Lavérune, 34000 Montpellier",43.6027885,3.8545927,5
LABOSUD MONTPELLIER LAVERUNE,"65 route de Lavérune , 34070 MONTPELLIER",43.6016455,3.8525908,5
IMMOVANCE ESTANOVE,"2 Rue de l'Escoutadou, 34070 Montpellier",43.600833,3.8512974,5
HALLES TROPISME,"121 rue font courverte, 34000 MONTPELLIER",43.597652,3.858482,5
PHARMACIE DU MAS DE MERLE,"2 Rue du Mas de Merle, 34070 Montpellier",43.6052383,3.8596594,5
ÉCOLE OCCITANE D'AQUARELLE,"8 rue Blaise Pascal, 34070 Montpellier",43.5983224,3.8543423,5
AU BON MARCHÉ,"84 avenue Faubourg Figuerolles, 34080 Montpellier",43.607421,3.864756,5
LA BOUTIQUE D'ÉCRITURE & CO,"76 rue du faubourg Figuerolles, 34070 Montpellier",43.6063046,3.8637454,5
AUTO-ECOLE ZOLA,"59 Rue du Faubourg Figuerolles, 34000 Montpellier",43.6062885,3.8641203,5
HCM COIFFEUR,"42 Rue du Faubourg Figuerolle, 34070 Montpellier",43.606342,3.867541,5
COIFFEUR L'ARTISTE,"32 Rue du Faubourg Figuerolles, 34070 Montpellier",43.6073914,3.8666812,5
CARREFOUR CITY,"37 rue chaptal, 34000 Montpellier",43.604263,3.8687986,5
PHARMACIE DE L'OVALIE,"2750 Boulevard Paul Valéry, 34000 Montpellier",43.5950996,3.8498078,5
LA ROYALE OVALIE,"482 Avenue du Mondial de Rugby 2007, 34070 Montpellier",43.5881296,3.8527751,5
INTERMARCHE CONTACT,"1827 ravenuede Toulouse, 34070 MONTPELLIER",43.585573,3.851607,5
BIO BY OXALIA,"150 Rambla des Calissons, 34070 Montpellier",43.5833172,3.8581007,5
EHPAD MUTUALISTE LES COULEURS DU TEMPS,"728 AVENUE DE LA REGLISSE , 34070 MONTPELLIER",43.5820722,3.8574769,12
BOULANGERIE ORTHOLAN,"Rue des sabines, 34070 Montpellier",43.5861408,3.8580368,12
LABOSUD CASTRIES,"3 Centre commercial de la Couronne, 34160 CASTRIES",43.676912,3.984255,12
,"21 Rue Robert Schuman, La Peyrière 34430",43.5669584,3.8368817,12
LE KIOSQUE HAVANE,"144 avenue de toulouse, 34070 Montpellier",43.5932352,3.8595329,12
MISSION LOCALE DE JEUNES,"909 avenue de Toulouse, 34070 Montpellier",43.5942984,3.8609445,12
CORDONNERIE 2000,"758 avenue de villeneuve d'angoulême, 34000 Montpellier",43.593652,3.864121,12
VAGUE A LAME COIFFURES,"726 Avenue Villeneuve d'Angoulême, 34070 Montpellier",43.593881,3.864724,12
ABI IMMOBILIER,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,12
STATION DYNEFF,"757 Avenue Villeneuve d'Angoulême, 34070 Montpellier",43.59363,3.86435,12
COINCIDENCE FRANCE,"170 boulevard Pedro de la Luna, 34070 Montpellier",43.589882,3.861755,12
LA BOÎTE A LUMIÈRES,"160 Boulevard Pedro de Luna, 34070 Montpellier",43.5949059,3.8696396,12
MAIRIE ANNEXE TASTAVIN,"118 allée Maurice Bonnafos , 34070 MONTPELLIER",43.589125,3.861448,12
LA POMME D’OR,"59 avenue de Toulouse, 34000 Montpellier",43.5972719,3.8651343,12
CASINO SUPERMARCHÉ,"59 avenue de toulouse, 34070 Montpellier",43.5972719,3.8651343,12
PHARMACIE AVENUE DE TOULOUSE,"58 avenue de Toulouse, 34000 Montpellier",43.5977572,3.8644127,12
FREE DOM LR,"49 bis avenue de Toulouse, 34070 Montpellier",43.5982737,3.8652798,12
LES DÉLICES DES FRÈRES,"29 Avenue de Toulouse, 34070 Montpellier",43.599135,3.8662174,12
UNI FOOD,"1 avenue lepic, 34070 Montpellier",43.600903,3.8670645,12
CASTLE TATTOO ACADEMY,"24 avenue lepic, 34070 Montpellier",43.6013779,3.8640714,12
AUDILAB,"6 place du 8 mai 1945, 34070 Montpellier",43.6011234,3.8675349,12
CENTRE DENTAIRE GEORGES CLEMENCEAU,"49 bis Avenue Georges Clemenceau, 34000 Montpellier",43.6020994,3.8699539,12
BRIN DE SOI,"32 avenue georges clemenceau, 34000 Montpellier",43.6030515,3.8712588,2
ECOLE DE LA 2ÈME CHANCE,"25 avenue georges clemenceau, 34000 Montpellier",43.6035597,3.8726247,2
CLAUDE MICHEL COIFFURE,"1 Place Rondelet, 34000 Montpellier",43.6029723,3.8746473,2
ABI IMMOBILIER,"4 rue Saint Pierre, 34000 Montpellier",43.6123299,3.8748895,2
LA RANDONNÉE,"9 avenue georges clemenceau, 34000 Montpellier",43.6045126,3.8739301,2
ARG LIBRAIRIE,"4 bis avenue georges clemenceau, 34000 Montpellier",43.6048655,3.8741143,2
MUTUELLE CMIP,"4 avenue georges clemenceau, 34000 Montpellier",43.6050241,3.8741763,2
CABESTO MONTAGNE MONTPELLIER,"3 Cour Gambetta, 34000 Montpellier",43.606778,3.874315,2
LE DÔME,"2 avenue georges clemenceau, 34000 Montpellier",43.605063,3.8743881,2
LES CRÉATURES,"3 ter rue glaize, 34000 Montpellier",43.6112094,3.8789609,2
,33 Place Georges Frêche 34070 Montpellier,43.5991078,3.8966945,2
POMME DE PAIN,"2 Place de Lisbonne, 34000 Montpellier",43.6036739,3.9182448,2
COULEURS DE BIÈRES SUD,"23 rue de chio, 34000 Montpellier",43.6001403,3.8985198,2
BG BY L'ENDROIT,"180 Rue de Galata, 34000 Montpellier",43.6002141,3.8995719,2
DS EXOTIQUES,"5 Bis Rue du Pont de Lattes, 34000 Montpellier",43.6056054,3.8823576,2
COLOMBUS CAFÉ & CO,"2 Place de Lisbonne, 34000 Montpellier",43.6036739,3.9182448,2
LAVERIE LA COUPOLE,"455 rue Léon Blum, 34000 MONTPELLIER",43.6061597,3.8896262,2
STYL’HAIR,"16 Rue de la Méditerranée, 34070 Montpellier",43.6053623,3.8833494,2
,1 Place Francis Ponge 34000 Montpellier,43.6093429,3.8842521,2
MAIF,"Le Triangle 63 allée Jules Milhau, 34000 Montpellier",43.608321,3.882142,2
LA LATINE,"57 Grand Rue Jean Moulin, 34000 MONTPELLIER",43.60689,3.8762102,2
LIGNE DROITE,"118 Rue de Famagouste, 34000 MONTPELLIER",43.601271,3.9001083,2
,80 Avenue Du Pont Juvénal 34000 Montpellier,43.6054584,3.8910913,2
LEZPRIT RÉQUIPE,"465 Avenue Jean Mermoz, 34090 Montpellier",43.6132123,3.8891029,2
BRASSERIE LES COCOTTES CHAMPÊTRES,"Place rené devic, 34000 Montpellier",43.6092299,3.8818953,2
ATELIER CANOPÉ,"360 rue Michel de l'Hopital, 34000 Montpellier",43.605331,3.892095,2
VIS TA VUE,"160 Rue de Famagouste, 34070 MONTPELLIER",43.6010338,3.9008506,2
LE TEMPS D'UNE PAUSE,"34 boulevard des consuls de mer, 34000 Montpellier",43.6037044,3.8935575,2
ADRA,"19 place du nombre d'or, 34000 Montpellier",43.6086951,3.8878773,2
CHEZ LOLO ET GÉGÉ,"5 rue glaize, 34000 Montpellier",43.6111566,3.8791218,2
EAT SALAD,"Place Pablo Picasso, 34070 Montpellier",43.5983324,3.9031697,2
DERMAZURE,"190 Allée Du nouveau monde, 34000 Montpellier",43.6069024,3.8880041,2
KATICA COIFFEUR,"1 allée Jules Milhau, 34000 Montpellier",43.6086727,3.8834613,2
BOULANGERIE ORTHOLAN,"Rue des sabines, 34070 Montpellier",43.5861408,3.8580368,8
PRESSING FRADE ANTIGONE,"74 avenue samuel de champlain, 34000 Montpellier",43.601445,3.896732,8
AUTO-ECOLE ZOLA,"59 Rue du Faubourg Figuerolles, 34000 Montpellier",43.6062885,3.8641203,8
LES CRÉATURES,"3 ter rue glaize, 34000 Montpellier",43.6112094,3.8789609,8
BRIOCHE DORÉE,"Allée Jules Milhau, 34000 Montpellier",43.6089197,3.8825103,8
PATINOIRE ODYSSEUM,"Place de France, 34000 MONTPELLIER",43.6036514,3.9154094,8
MAC EXPERT,"80 place george frêche, 34000 Montpellier",43.599763,3.896931,8
,48 place Du Millénaire 34000 Montpellier,43.6077928,3.8903984,8
ACCENT FRANÇAIS,"2 rue Jules Ferry, 34000 Montpellier",43.605827,3.8816102,8
LA QUINTESSENCE,"26 rue de l'aiguillerie, 34000 Montpellier",43.6110811,3.8784564,8
ALAIN AFFLELOU,"Allée Jules Milhau, 34000 Montpellier",43.6089197,3.8825103,8
LASER GAME ODYSSEUM,"Allée d'Ulysse, 34000 MONTPELLIER",43.602315,3.921382,8
PHARMACIE PANIE,"81 rue Guillaume Janvier, 34000 Montpellier",43.5954391,3.866959,8
ARTAGE,"53 boulevard bonne nouvelle, 34000 Montpellier",43.6132437,3.8810667,8
HALLES JACQUES CŒUR,"515 boulevard d'Antigone, 34000 MONTPELLIER",43.6091647,3.8893681,8
POURQUOI PAS,"8 Place du Millénaire, 34000 Montpellier",43.6079992,3.8888532,8
EHPA MAISONNEE LAVALETTE,"50 Rue Ali Ben Chekhal , 34090 MONTPELLIER",43.6384343,3.8693124,8
AUTO-ÉCOLE EVEIL,"675 Rue de Montasinos bât. 3, 34000 Montpellier",43.630512,3.888564,8
BAGATELLE,"467 rue de la roqueturière, 34000 Montpellier",43.6299363,3.8854066,8
MAIRIE ANNEXE AIGUELONGUE,"1071 avenue de la Justice de Castelnau, 34000 MONTPELLIER",43.6263117,3.8825111,8
INSTITUT NAZARETH,"13 Rue de Nazareth, 34000 Montpellier",43.6223045,3.8817492,8
LAVERIE FLIP MONTPELLIER,"457 avenue de la Justice de Castelnau, 34090 MONTPELLIER",43.626687,3.8754219,8
CONCEPT'TIFF,"230 Rue du Jeu de Mail des Abbès, 34000 Montpellier",43.6200015,3.8844618,8
EHPAD ACPPA LES COURALIES,"13 rue de Nazareth, 34000 MONTPELLIER",43.6223045,3.8817492,8
UN MONDE PLUS BIO,"230 Rue du Jeu de Mail des Abbès, 34000 Montpellier",43.6200015,3.8844618,8
LE PALAIS SAINT LAZARE,"42 Avenue Saint-Lazare, 34000 Montpellier",43.6207415,3.8874875,8
RÉSIDENCE L'ORANGERIE DU CHÂTEAU LEVAT,"110 allée alma malher, 34000 Montpellier",43.631845,3.890612,8
LE JARDIN DES FRANGINS,"2 rue des loriots, 34000 Montpellier",43.6211172,3.8936849,8
CRÈCHE LES BAMBINS DU LEZ,"196 Rue des paradisiers, 34000 Montpellier",43.6183786,3.8911966,8
DÉFINITIFS COIFFURE,"77 rue du moulin de sémalen, 34000 Montpellier",43.6124019,3.8903162,13
PHARMACIE LES AUBES,"195 Bouelvard Charles Warnery, 34000 Montpellier",43.626385,3.890124,13
AUX PRODUITS DE L'AVEYRON,"34 Avenue Saint Maur, 34000 Montpellier",43.6150725,3.8842739,13
MAISON DE QUARTIER FREDERIC CHOPIN,"1 rue du Marché aux Bestiaux, 34000 MONTPELLIER",43.6162138,3.8839575,13
L'ECAILLER DES BEAUX ARTS,"43 Rue de la Cavalerie, 34000 Montpellier",43.6175552,3.8815762,13
L' EPICERIE DES BEAUX ARTS,"26 Rue de la Cavalerie, 34000 Montpellier",43.6169612,3.8813117,13
LE GARAGE,"25 Rue de la Cavalerie, 34000 Montpellier",43.6167959,3.8808111,13
NOON,"4 b rue Bernard Delicieux, 34000 Montpellier",43.6160945,3.8813507,13
ÉPICERIE BIO FOLLE AVOINE,"18 Rue Proudhon, 34000 Montpellier",43.6162115,3.8805926,13
LA COUSERIE,"16 rue Proudhon, 34090 Montpellier",43.6161228,3.8806841,13
NUANCES DE SOI,"1 Rue Jules Grevy, 34080 Montpellier",43.6162685,3.8813516,13
ÉPICERIE BIO FOLLE AVOINE,"18 Rue Proudhon, 34000 Montpellier",43.6162115,3.8805926,13
LA COUSERIE,"16 rue Proudhon, 34090 Montpellier",43.6161228,3.8806841,13
NUANCES DE SOI,"1 Rue Jules Grevy, 34080 Montpellier",43.6162685,3.8813516,13
PLANET SI,"14 Rue Bernard Délicieux, 34090 Montpellier",43.6158334,3.881686,13
L'INSTANT POUR SOI,"5 Rue de Substantion, 34000 Montpellier",43.6158417,3.8821602,10
L&E COIFFURE,"3 rue Proudhon, 34000 Montpellier",43.6151759,3.8811246,10
PRESSING MERLIN,"17 Boulevard Louis Blanc, 34000 Montpellier",43.6147662,3.8794121,10
DONUTS CORP.,"9 Rue du Faubourg de Nîmes, 34000 Montpellier",43.6141093,3.8810782,10
KIOSQUE DU CORUM MONTPELLIER,"17 Rue du Faubourg de Nîmes, 34000 Montpellier",43.6145494,3.8821157,10
AUTO-ÉCOLE LOUIS BLANC,"3 Boulevard Louis Blanc, 34000 Montpellier",43.6148801,3.877686,10
TOT OU TARD,"7 place de la chapelle neuve, 34000 Montpellier",43.6134206,3.8789487,10
LE GRILLARDIN,"3 places de la chapelle Neuve, 34000 Montpellier",43.611182,3.879792,10
PHARMACIE DU CORUM,"9 Rue du Pila St Gély, 34000 Montpellier",43.6133042,3.8796606,10
CHE LYS,"69 rue de l'aiguillerie, 34000 Montpellier",43.6130337,3.8793396,10
LE SHERI'S,"59 rue de l'aiguillerie, 34000 Montpellier",43.6127714,3.8791323,10
LAMI COFFEE,"42 Rue de l'Université, 34070 Montpellier",43.6136574,3.8771653,10
COPIE EXPRESS,"38 rue de l'université, 34000 Montpellier",43.6134567,3.8771046,10
CAFÉ JULES,"36 rue de l'université, 34000 Montpellier",43.6133581,3.8770752,10
LE P'TI TAUREAU,"7 rue de l'université, 34000 Montpellier",43.6121139,3.8764309,10
HAIFA BEAUTY,"8, rue Bonnier d'Alco, 34000 Montpellier",43.61182,3.8766217,10
LES VIGNES MONTPELLIER,"2 rue bonnier d'alco, 34000 Montpellier",43.6117729,3.8770498,10
CASINO,"4 place du marché aux fleurs, 34000 Montpellier",43.6116317,3.8776474,10
LA MAISON DES CHATS,"4 Rue de la Carbonnerie, 34000 Montpellier",43.6116422,3.8783151,10
LA CLIQUE BOUTIQUE,"8 rue de la carbonnerie, 34000 Montpellier",43.6115534,3.8785,10
AGENCE REDARES AGHILONE PLANQUART,"77 Allée Kleber, 34000 Montpellier",43.603577,3.8870489,10
ELLE TOUT SIMPLEMENT,"9 Rue de l'ancien courrier, 34000 Montpellier",43.6091106,3.8764872,10
EN TRAITS LIBRES,"1 rue Voltaire, 34000 Montpellier",43.6087141,3.8764846,10
ESPRIT BASORA,"10 rue du palais des guilhem, 34000 Montpellier",43.6113656,3.8746039,10
ESSENCES D'OSHUN,"15 rue saint guilhem, 34000 Montpellier",43.6096251,3.8754822,10
FRANCE GESTION,"107 avenue Samuel de Champlain, 34000 Montpellier",43.601058,3.896425,10
FRANCK COIFFEUR BARBIER BY FABIEN,"22 Rue Saint Firmin, 34000 Montpellier",43.6102458,3.8757189,10
GARAGE BRU - CONCESSIONAIRE CITROËN,"1229 Avenue de Saint-Maur, 34000 Montpellier",43.6204156,3.8943602,10
GAZETTE CAFÉ,"6 rue Levat, 34000 Montpellier",43.6046178,3.8784212,10
GRAND TREE,"32 rue Jean-Jacques Rousseau, 34000 Montpellier",43.6125281,3.8727743,11
GREEN LIFE,"7 Boulevard du Jeu de Paume, 34000 Montpellier",43.6082119,3.8735356,11
HAIRFIRST,"13 rue des sœurs noires, 34000 Montpellier",43.6089337,3.8751309,11
HOTEL DE POLICE,"206 rue du Comté de Melgueil, 34000 MONTPELLIER",43.6032941,3.8914244,11
HUGO FRESH CUT,"21 rue de l'université, 34000 Montpellier",43.6125939,3.8767209,11
HUMAN SANTÉ,"7 rue raoux, 34000 Montpellier",43.6023731,3.8681392,11
ICA AUTO-ÉCOLE,"90 Rue Rouget de Lisle, 34000 Montpellier",43.5941592,3.8427325,11
INSTITUT DE BEAUTÉ N'BIOTY,"74 rue don bosco, 34000 Montpellier",43.6066564,3.8907868,11
ISABELLA,"8 place du nombre d'or, 34000 Montpellier",43.6078108,3.8873229,11
JEAN FLEURISTE,"7 place martyrs de la résistance, 34000 Montpellier",43.610735,3.8761138,11
JUMA,"20 rue de l'université, 34000 Montpellier",43.6126739,3.8768282,11
KHABBAZ RESTAURANT,"13 rue adam de craponne, 34000 Montpellier",43.6065732,3.8683744,11
KUMO INSTITUT,"1730 avenue de monsieur teste, 34000 Montpellier",43.5996018,3.84048,11
K-WAY,"29 rue de l'argenterie, 34000 Montpellier",43.6084601,3.8775599,11
LA CAVE EN GOGUETTE,"16 Rue du Faubourg du Courreau, 34000 Montpellier",43.6083356,3.8717198,11
PHARMACIE DU PONT TRINQUAT,"8 Avenue du Pont Trinquat, 34000 Montpellier",43.6010934,3.8844735,11
PHARMACIE DU SAINT FRANÇOIS,"7 Place Carnot, 34000 Montpellier",43.603272,3.882825,11
PHARMACIE EDEN PARC,"230 rue du jeu de mail des abbés, 34000 MONTPELLIER",43.6200015,3.8844618,11
PHARMACIE OPTIQUE DU MAS DEVRON,"164 Boulevard Pedro de Luna, 34000 Montpellier",43.5948841,3.8697237,11
PHARMACIE PANIE,"81 rue Guillaume Janvier, 34000 Montpellier",43.5954391,3.866959,11
PHARMACIE PEDRO DE LUNA,"392 Boulevard Pedro de Luna, 34000 Montpellier",43.5935836,3.873381,11
PHARMACIE RIMBAUD POMPIGNANE,"1376 avenue de la Pompignane, 34000 MONTPELLIER",43.6177937,3.897487,11
PHARMACIE ST JAUMES,"33 rue du faubourg st jaumes, 34000 Montpellier",43.6148188,3.8698687,11
,36 Rue du Faubourg Du Courreau 34000 Montpellier,43.608384,3.8708161,11
PIZZERIA LA TERRASSE,"4 rue du four Saint-éloi, 34000 Montpellier",43.6132165,3.875665,11
PIZZERIA SICILIA,"20 Rue du Pila Saint Gély, 34000 Montpellier",43.6136339,3.8802046,11
PLANET KEBAB,"208 rue vendémiaire, 34000 Montpellier",43.6035321,3.8986206,11
PLANETES INTERDITES,"5 rue de l'aiguillerie , 34000 Montpellier",43.6104413,3.8775492,11
POKHAWAI,"1 rue levat, 34000 Montpellier",43.6046073,3.8787691,11
POLYCLINIQUE ST ROCH,"560 avenue du Colonel André Pavelet, 34000 MONTPELLIER",43.582845,3.882198,11
,37 Rue de l'Aiguillerie 34000 Montpellier ,43.6116665,3.8788994,6
PRIMASSURANCES,"54 Rue du Faubourg du Courreau, 34000 Montpellier",43.6085551,3.8694679,6
PRIM'AUBES,"264 Avenue de Saint-Maur, 34000 Montpellier",43.6150376,3.8863195,6
PROGEST GESTION LOCATIVE,"96 avenue du pont juvénal, 34000 Montpellier",43.6054865,3.8929304,6
HAIRFIRST,"13 rue des sœurs noires, 34000 Montpellier",43.6089337,3.8751309,6
LE QUARTIER GÉNÉREUX,"2 quai des tanneurs , 34090 Montpellier",43.6159316,3.8748747,6
L'ENTR'DEUX,"1444 Route de Mende, 34090 Montpellier",43.6353331,3.8687709,6
LES ABATTOIRS,"13 rue Proudhon, 34090 Montpellier",43.6158119,3.880821,6
M 2 M CREATION,"400 Avenue du Château d'O, 34090 MONTPELLIER",43.6270954,3.8404929,6
MONCEAU ASSURANCES,"5 Quai des Tanneurs, 34090 Montpellier",43.6160963,3.875281,6
NORISKO PAILLADE,"169 Rue de l'Agathois, 34090 MONTPELLIER",43.6330209,3.8246939,6
OLIVES COIFFURE,"43 Rue des 4 Vents, 34090 MONTPELLIER",43.6632953,3.932743,6
ORIGINE COIFFURE,"1935 Route de Ganges, 34090 MONTPELLIER",43.6293603,3.8567962,6
PHARMACIE DU PÈRE SOULAS,"1637 Avenue du Père Soulas, 34090 Montpellier",43.6249344,3.8511258,6
SECONDEO,"1440 avenue du père soulas, 34090 Montpellier",43.6240137,3.8533104,6
TABAC PRESSE SNC RIBES,"675 rue de montasinos, 34090 Montpellier",43.6280431,3.8805486,6
THE CITY GARDEN,"21 avenue professeur grasset, 34090 Montpellier",43.6236332,3.8674402,6
THEATRE LA VIGNETTE UM3,"Avenue du Val de Montferrand, 34090 MONTPELLIER",43.6322474,3.8718284,6
CAVES RABELAIS,"Route départementale 112, 34110 MIREVAL",43.504281,3.801542,6
SPAR,"19 cours Gambetta, 34000 Montpellier",43.6058469,3.8725416,6
STATION SUCRÉE,"33 Rue de l'Université, 34000 Montpellier",43.6136783,3.877047,6
SUPPLAY,"101 allée de délos, 34000 Montpellier",43.6078711,3.8936995,6
TABAC LA ROYALE,"25 rue Saint-Louis, 34000 MONTPELLIER",43.6119374,3.866438,6
TABAC PMU LA CIVETTE,"8 rue boussairolles, 34000 Montpellier",43.6081254,3.880872,6
TABAC PRESS LE MARIGNY,"17 rue du faubourg de la saunerie, 34000 Montpellier",43.6058081,3.875452,6
TABAC PRESSE LE BRAZZA,"8 avenue georges clemenceau, 34000 Montpellier",43.6047345,3.873974,6
TABAC PRESSE LE CHIQUITO,"1 Place Roger Salengro, 34000 Montpellier",43.6075795,3.8672569,6
TABAC-PRESSE LA SEITANE,"36 rue du Courreau, 34000 Montpellier",43.5625567,3.9530888,6
TÊTE EN L'AIR CAFÉ,"1 place paul bec, 34000 Montpellier",43.6079581,3.8864149,6
THE BEAUTY SUITE,"796 avenue de villeneuve d'angoulême, 34000 Montpellier",43.593415,3.86372,6
THE GOOD PLACE,"7 rue durand, 34000 Montpellier",43.6053996,3.8777763,6
THE REGAL,"52 rue de l'aiguillerie, 34000 Montpellier",43.6123738,3.8791828,6
THÉÂTRE DES 13 VENTS,"Avenue Albert Einstein, 34000 Montpellier",43.6057471,3.8993555,6
